package,version,date,license,which_tree,dep_name,dep_version,dep_license,is_direct,in_degree,out_degree,layer
amundsen-databuilder,1.5.0,2019-12-13 17:53:41.766000+00:00,Apache-2.0,tree_created,unidecode,1.1.1,GPL-3.0-only,True,1,0,1
amundsen-databuilder,4.0.3,2020-11-03 15:35:38.046000+00:00,Apache-2.0,tree_created,unidecode,1.1.1,GPL-3.0-only,True,1,0,1
amundsen-databuilder,6.4.1,2021-11-29 08:54:57.251000+00:00,Apache-2.0,tree_created,unidecode,1.3.2,GPL-3.0-only,True,1,0,1
amundsen-databuilder,7.4.2,2022-10-03 19:49:37.051000+00:00,Apache-2.0,tree_created,unidecode,1.3.6,GPL-3.0-only,True,1,0,1
ansible-lint,4.0.0,2018-12-18 16:27:47.887000+00:00,MIT,tree_created,ansible,2.7.5,GPL-3.0-or-later,True,1,0,1
ansible-lint,4.2.0,2019-12-04 20:45:53.249000+00:00,MIT,tree_created,ansible,2.9.1,GPL-3.0-or-later,True,1,0,1
ansible-lint,4.3.7,2020-11-03 13:58:44.263000+00:00,MIT,tree_created,ansible,2.10.1,GPL-3.0-or-later,True,1,0,1
ansible-modules-hashivault,3.17.1,2019-04-05 21:45:38.018000+00:00,MIT,tree_created,ansible,2.7.9,GPL-3.0-or-later,True,1,0,1
apache-airflow-providers-mysql,1.0.0,2020-12-14 21:46:57.234000+00:00,Apache-2.0,tree_created,mysqlclient,1.3.14,GPL-3.0-only,True,1,0,1
apache-airflow-providers-mysql,1.0.0,2020-12-14 21:46:57.234000+00:00,Apache-2.0,tree_created,mysql-connector-python,8.0.18,GPL-2.0-only,True,1,1,1
apache-airflow-providers-mysql,2.1.1,2021-09-03 12:51:46.623000+00:00,Apache-2.0,tree_created,mysqlclient,2.0.3,GPL-3.0-only,True,1,0,1
apache-airflow-providers-mysql,2.1.1,2021-09-03 12:51:46.623000+00:00,Apache-2.0,tree_created,mysql-connector-python,8.0.26,GPL-2.0-only,True,1,1,1
apache-airflow-providers-mysql,3.2.1,2022-10-01 14:19:36.210000+00:00,Apache-2.0,tree_created,mysqlclient,2.1.1,GPL-3.0-only,True,1,0,1
apache-airflow-providers-mysql,3.2.1,2022-10-01 14:19:36.210000+00:00,Apache-2.0,tree_created,mysql-connector-python,8.0.30,GPL-2.0-only,True,1,1,1
arviz,0.10.0,2020-09-23 23:29:43.071000+00:00,Apache-2.0,tree_created,cftime,1.2.1,GPL-3.0-only,False,1,1,2
arviz,0.6.1,2019-12-28 22:27:58.747000+00:00,Apache-2.0,tree_created,cftime,1.0.4.2,GPL-3.0-only,False,1,1,2
authlib,0.10,2018-10-12 02:23:34.863000+00:00,AGPL-3.0-or-later,tree_created,chardet,3.0.4,LGPL-3.0-only,False,1,0,2
azure-iot-device,2.0.0,2019-12-17 00:00:23.066000+00:00,MIT,tree_created,paho-mqtt,1.5.0,EPL-1.0,True,1,0,1
azure-iot-device,2.12.0,2022-08-23 22:11:38.453000+00:00,MIT,tree_created,paho-mqtt,1.6.1,EPL-1.0,True,1,0,1
azure-iot-device,2.4.0,2020-11-06 02:20:51.342000+00:00,MIT,tree_created,paho-mqtt,1.5.1,EPL-1.0,True,1,0,1
azure-iot-device,2.9.0,2021-11-03 00:32:10.762000+00:00,MIT,tree_created,paho-mqtt,1.6.1,EPL-1.0,True,1,0,1
cartoframes,1.0.4,2020-07-07 12:14:25.780000+00:00,BSD-3-Clause,tree_created,unidecode,1.1.1,GPL-3.0-only,True,1,0,1
cartoframes,1.0b7,2019-12-13 11:13:08.818000+00:00,BSD-3-Clause,tree_created,unidecode,1.1.1,GPL-3.0-only,True,1,0,1
cartoframes,1.2.4,2021-09-02 09:58:16.894000+00:00,BSD-3-Clause,tree_created,unidecode,1.2.0,GPL-3.0-only,True,1,0,1
cibuildwheel,1.1.0,2019-12-07 15:01:45.856000+00:00,BSD-3-Clause,tree_created,bashlex,0.14,GPL-3.0-or-later,True,1,0,1
cibuildwheel,1.7.2,2020-12-21 13:21:16.809000+00:00,BSD-3-Clause,tree_created,bashlex,0.15,GPL-3.0-or-later,True,1,0,1
cibuildwheel,2.11.2,2022-10-26 19:05:30.085000+00:00,BSD-3-Clause,tree_created,bashlex,0.16,GPL-3.0-or-later,True,1,0,1
cibuildwheel,2.3.1,2021-12-14 19:00:32.038000+00:00,BSD-3-Clause,tree_created,bashlex,0.16,GPL-3.0-or-later,True,1,0,1
confluent-cloud-sdk,0.1.3,2022-06-29 15:26:52.417000+00:00,GPL-2.0-only,tree_created,requests,2.28.1,Apache-2.0,True,1,4,1
confluent-cloud-sdk,0.1.3,2022-06-29 15:26:52.417000+00:00,GPL-2.0-only,tree_created,boto3,1.24.19,Apache-2.0,False,1,3,2
confluent-cloud-sdk,0.1.3,2022-06-29 15:26:52.417000+00:00,GPL-2.0-only,tree_created,s3transfer,0.6.0,Apache-2.0,False,1,1,3
confluent-cloud-sdk,0.1.3,2022-06-29 15:26:52.417000+00:00,GPL-2.0-only,tree_created,botocore,1.27.19,Apache-2.0,False,2,3,3
cvxpy,0.4.11,2017-08-22 22:54:47.438000+00:00,Apache-2.0,tree_created,ecos,2.0.4,GPL-3.0-only,True,1,2,1
cvxpy,1.0.25,2019-08-21 21:18:51.437000+00:00,Apache-2.0,tree_created,ecos,2.0.7.post1,GPL-3.0-only,True,1,2,1
cvxpy,1.1.18,2021-12-28 18:42:18.207000+00:00,Apache-2.0,tree_created,ecos,2.0.8,GPL-3.0-only,True,1,2,1
cvxpy,1.1.7,2020-10-22 20:14:30.771000+00:00,Apache-2.0,tree_created,ecos,2.0.7.post1,GPL-3.0-only,True,1,2,1
cvxpy,1.2.2,2022-11-04 22:22:43.045000+00:00,Apache-2.0,tree_created,ecos,2.0.10,GPL-3.0-only,True,1,2,1
darts,0.15.0,2021-12-24 11:21:05.393000+00:00,Apache-2.0,tree_created,pystan,2.19.1.1,GPL-3.0-only,True,1,2,1
dataprep,0.4.1,2021-11-25 21:29:01.208000+00:00,MIT,tree_created,levenshtein,0.12.0,GPL-3.0-only,True,1,1,1
dedupe,1.8.2,2017-12-27 20:08:23.582000+00:00,MIT,tree_created,fastcluster,1.1.24,GPL-2.0-only,True,1,0,1
dedupe,1.9.2,2018-04-04 19:34:33.327000+00:00,MIT,tree_created,fastcluster,1.1.24,GPL-2.0-only,True,1,0,1
dedupe,1.9.7,2019-05-12 23:29:10.175000+00:00,MIT,tree_created,fastcluster,1.1.24,GPL-2.0-only,True,1,0,1
dedupe,2.0.6,2020-09-06 01:52:12.646000+00:00,MIT,tree_created,fastcluster,1.1.26,GPL-2.0-only,True,1,0,1
dedupe,2.0.8,2021-04-17 00:35:10.577000+00:00,MIT,tree_created,fastcluster,1.1.28,GPL-2.0-only,True,1,1,1
dtale,1.6.5,2019-12-30 01:53:02.453000+00:00,LGPL-3.0-only,tree_created,arctic,1.79.3,GPL-3.0-only,True,1,0,1
dvc,0.23.2,2018-12-24 19:04:13.381000+00:00,Apache-2.0,tree_created,grandalf,0.6,GPL-2.0-only,True,1,2,1
dvc,0.78.1,2019-12-25 17:39:51.591000+00:00,Apache-2.0,tree_created,grandalf,0.6,GPL-2.0-only,True,1,2,1
dvc,1.11.9,2020-12-23 11:40:06.350000+00:00,Apache-2.0,tree_created,grandalf,0.6,GPL-2.0-only,True,1,2,1
dvc,2.34.1,2022-11-11 07:03:51.787000+00:00,Apache-2.0,tree_created,grandalf,0.6,GPL-2.0-only,True,1,2,1
dvc,2.34.1,2022-11-11 07:03:51.787000+00:00,Apache-2.0,tree_created,pygit2,1.11.1,GPL-2.0-only,False,1,1,2
dvc,2.9.3,2021-12-22 15:13:37.624000+00:00,Apache-2.0,tree_created,grandalf,0.6,GPL-2.0-only,True,1,2,1
dvc,2.9.3,2021-12-22 15:13:37.624000+00:00,Apache-2.0,tree_created,pygit2,1.7.2,GPL-2.0-only,False,1,2,2
dvc-http,2.19.0,2022-08-25 11:18:50.834000+00:00,Apache-2.0,tree_created,grandalf,0.6,GPL-2.0-only,False,1,2,2
dvc-http,2.19.0,2022-08-25 11:18:50.834000+00:00,Apache-2.0,tree_created,pygit2,1.10.0,GPL-2.0-only,False,1,1,3
dvclive,0.0.1a1,2021-02-17 13:28:15.756000+00:00,Apache-2.0,tree_created,grandalf,0.6,GPL-2.0-only,False,1,2,2
dvclive,0.0.1a1,2021-02-17 13:28:15.756000+00:00,Apache-2.0,tree_created,pygit2,1.5.0,GPL-2.0-only,False,1,2,2
fbprophet,0.4,2018-12-19 07:03:28.820000+00:00,BSD-3-Clause,tree_created,lunardate,0.2.0,GPL-3.0-only,True,1,0,1
fbprophet,0.4,2018-12-19 07:03:28.820000+00:00,BSD-3-Clause,tree_created,pystan,2.18.0.0,GPL-3.0-only,True,1,2,1
fiftyone,0.14.2,2021-11-24 17:48:22.791000+00:00,Apache-2.0,tree_created,patool,1.12,GPL-3.0-only,False,1,0,2
fiftyone,0.14.2,2021-11-24 17:48:22.791000+00:00,Apache-2.0,tree_created,ndjson,0.3.1,GPL-3.0-only,False,1,0,2
fiftyone,0.18.0,2022-11-10 02:17:22.318000+00:00,Apache-2.0,tree_created,ndjson,0.3.1,GPL-3.0-only,True,2,0,1
fiftyone,0.18.0,2022-11-10 02:17:22.318000+00:00,Apache-2.0,tree_created,patool,1.12,GPL-3.0-only,False,1,0,2
flex,6.14.0,2019-02-12 21:36:31.557000+00:00,BSD-3-Clause,tree_created,strict-rfc3339,0.7,GPL-3.0-only,True,1,0,1
flex,6.14.0,2019-02-12 21:36:31.557000+00:00,BSD-3-Clause,tree_created,rfc3987,1.3.8,GPL-3.0-or-later,True,1,0,1
formulas,0.0.7,2017-07-20 13:50:46.964000+00:00,EUPL-1.1,tree_created,requests,2.18.1,Apache-2.0,False,1,4,2
formulas,0.0.7,2017-07-20 13:50:46.964000+00:00,EUPL-1.1,tree_created,chardet,3.0.4,LGPL-3.0-only,False,1,0,3
formulas,1.2.0,2021-12-23 15:21:04.760000+00:00,EUPL-1.1,tree_created,regex,2021.11.10,Apache-2.0,True,1,0,1
formulas,1.2.5,2022-11-07 12:49:08.559000+00:00,EUPL-1.1,tree_created,regex,2022.10.31,Apache-2.0,True,1,0,1
fuzzytm,0.3.0,2021-12-28 23:47:12.976000+00:00,GPL-2.0-only,tree_created,simpful,2.5.0,GPL-3.0-only,False,1,3,2
fuzzytm,0.3.0,2021-12-28 23:47:12.976000+00:00,GPL-2.0-only,tree_created,requests,2.26.0,Apache-2.0,False,1,4,3
glean-parser,1.15.5,2019-12-19 14:13:09.570000+00:00,MPL-2.0,tree_created,yamllint,1.19.0,GPL-3.0-only,True,1,0,1
glean-parser,1.15.5,2019-12-19 14:13:09.570000+00:00,MPL-2.0,tree_created,pep487,1.0.1,GPL-3.0-only,True,1,0,1
glean-parser,1.29.0,2020-10-07 18:19:34.298000+00:00,MPL-2.0,tree_created,yamllint,1.25.0,GPL-3.0-only,True,1,0,1
glean-parser,4.3.1,2021-11-03 12:40:52.470000+00:00,MPL-2.0,tree_created,yamllint,1.26.3,GPL-3.0-only,True,1,0,1
glean-parser,6.3.0,2022-11-03 16:41:51.237000+00:00,MPL-2.0,tree_created,yamllint,1.27.1,GPL-3.0-only,True,1,0,1
gpiozero,0.9.0,2015-10-25 18:59:18.908000+00:00,BSD-3-Clause,tree_created,spidev,3.0,GPL-2.0-only,True,1,0,1
gpiozero,0.9.0,2015-10-25 18:59:18.908000+00:00,BSD-3-Clause,tree_created,w1thermsensor,0.2.2,GPL-2.0-only,True,1,0,1
gradio,0.8.1,2019-07-23 06:41:11.319000+00:00,GPL-2.0-only,tree_created,paramiko,2.6.0,LGPL-3.0-only,True,1,3,1
gradio,0.8.1,2019-07-23 06:41:11.319000+00:00,GPL-2.0-only,tree_created,requests,2.22.0,Apache-2.0,True,1,4,1
gradio,0.8.1,2019-07-23 06:41:11.319000+00:00,GPL-2.0-only,tree_created,pynacl,1.3.0,Apache-2.0,False,1,0,2
gradio,0.8.1,2019-07-23 06:41:11.319000+00:00,GPL-2.0-only,tree_created,bcrypt,3.1.7,Apache-2.0,False,1,2,2
gradio,0.8.1,2019-07-23 06:41:11.319000+00:00,GPL-2.0-only,tree_created,chardet,3.0.4,LGPL-3.0-only,False,1,0,2
halo,0.0.27,2019-08-08 09:03:39.760000+00:00,MIT,tree_created,cursor,1.3.4,GPL-3.0-only,True,1,0,1
ihepdirac,2.1.2,2021-12-21 08:34:01.580000+00:00,MIT,tree_created,diraccfg,0.2.2,GPL-3.0-only,False,1,0,2
ihepdirac,2.2.4,2022-07-28 06:30:57.078000+00:00,MIT,tree_created,diraccfg,0.2.2,GPL-3.0-only,False,1,0,2
jiwer,2.5.1,2022-09-06 20:01:56.535000+00:00,Apache-2.0,tree_created,levenshtein,0.20.2,GPL-3.0-only,True,1,1,1
libsast,1.3.5,2020-12-13 22:22:03.190000+00:00,LGPL-2.1-only,tree_created,requests,2.25.0,Apache-2.0,True,2,4,1
locust-plugins,2.1.1,2021-12-09 15:20:50.085000+00:00,Apache-2.0,tree_created,paho-mqtt,1.6.1,EPL-1.0,True,1,0,1
locust-plugins,2.6.12,2022-11-09 11:00:57.298000+00:00,Apache-2.0,tree_created,paho-mqtt,1.6.1,EPL-1.0,True,1,0,1
mbed-tools,4.3.1.dev2,2020-12-21 12:19:12.976000+00:00,Apache-2.0,tree_created,pdoc3,0.9.2,AGPL-3.0-only,True,1,0,1
mbed-tools,7.49.1,2021-12-23 05:03:59.917000+00:00,Apache-2.0,tree_created,pdoc3,0.10.0,AGPL-3.0-only,True,1,2,1
metaflow,2.2.5,2020-11-11 11:26:27.466000+00:00,Apache-2.0,tree_created,pylint,2.4.4,GPL-3.0-only,True,1,3,1
metaflow,2.4.7,2021-12-17 07:20:35.150000+00:00,Apache-2.0,tree_created,pylint,2.12.2,GPL-2.0-or-later,True,1,6,1
metaflow,2.7.14,2022-11-03 16:37:59.587000+00:00,Apache-2.0,tree_created,pylint,2.15.5,GPL-2.0-or-later,True,1,8,1
metricflow-lite,0.130.1,2022-10-19 21:39:01.946000+00:00,AGPL-3.0-or-later,tree_created,fuzzywuzzy,0.18.0,GPL-2.0-only,True,1,0,1
mitmproxy,1.0.1,2016-12-27 19:46:21.443000+00:00,MIT,tree_created,html2text,2016.9.19,GPL-3.0-only,True,1,0,1
mitmproxy,2.0.2,2017-04-28 12:40:48.399000+00:00,MIT,tree_created,html2text,2016.9.19,GPL-3.0-only,True,1,0,1
molecule,2.19.0,2018-10-18 01:21:24.440000+00:00,MIT,tree_created,yamllint,1.11.1,GPL-3.0-only,True,1,0,1
molecule,3.0a4,2019-10-27 11:24:29.220000+00:00,MIT,tree_created,yamllint,1.18.0,GPL-3.0-only,True,1,0,1
molecule,3.0a4,2019-10-27 11:24:29.220000+00:00,MIT,tree_created,ansible,2.8.5,GPL-3.0-or-later,True,2,0,1
molecule,3.2.1,2020-12-19 18:40:24.389000+00:00,MIT,tree_created,yamllint,1.25.0,GPL-3.0-only,True,1,0,1
molecule-docker,0.3.3,2020-10-31 18:53:13.209000+00:00,MIT,tree_created,yamllint,1.25.0,GPL-3.0-only,False,1,0,2
music-assistant,0.0.82,2020-12-28 21:02:43.015000+00:00,Apache-2.0,tree_created,unidecode,1.1.2,GPL-3.0-only,True,1,0,1
music-assistant,0.0.82,2020-12-28 21:02:43.015000+00:00,Apache-2.0,tree_created,pytaglib,1.4.6,GPL-3.0-or-later,True,1,0,1
music-assistant,0.2.13,2021-11-17 23:22:18.818000+00:00,Apache-2.0,tree_created,unidecode,1.3.2,GPL-3.0-only,True,1,0,1
music-assistant,0.2.13,2021-11-17 23:22:18.818000+00:00,Apache-2.0,tree_created,pytaglib,1.4.6,GPL-3.0-or-later,True,1,0,1
music-assistant,1.8.6,2022-08-15 23:35:00.796000+00:00,Apache-2.0,tree_created,unidecode,1.3.4,GPL-3.0-only,True,1,0,1
mysql,0.0.3,2021-05-25 19:52:16.818000+00:00,MIT,tree_created,mysqlclient,2.0.3,GPL-3.0-only,True,1,0,1
netcdf4,1.5.5.1,2020-12-19 14:37:18.996000+00:00,MIT,tree_created,cftime,1.3.0,GPL-3.0-only,True,1,1,1
njsscan,0.1.9,2020-12-14 02:29:33.503000+00:00,LGPL-2.1-only,tree_created,pbr,5.5.1,Apache-2.0,False,2,0,2
njsscan,0.1.9,2020-12-14 02:29:33.503000+00:00,LGPL-2.1-only,tree_created,requests,2.25.0,Apache-2.0,False,2,4,2
notifiers,1.0.3,2018-11-28 17:13:54.525000+00:00,MIT,tree_created,rfc3987,1.3.8,GPL-3.0-or-later,True,1,0,1
notifiers,1.2.1,2019-10-05 13:00:44.371000+00:00,MIT,tree_created,rfc3987,1.3.8,GPL-3.0-or-later,True,1,0,1
office365,0.3.1,2019-12-09 01:56:19.827000+00:00,MIT,tree_created,fuzzywuzzy,0.17.0,GPL-3.0-only,False,1,0,2
office365,0.3.1,2019-12-09 01:56:19.827000+00:00,MIT,tree_created,cursor,1.3.4,GPL-3.0-only,False,1,0,2
office365,0.3.13,2020-11-26 10:26:22.869000+00:00,MIT,tree_created,cursor,1.3.4,GPL-3.0-only,False,2,0,2
office365,0.3.13,2020-11-26 10:26:22.869000+00:00,MIT,tree_created,gender-guesser,0.4.0,GPL-3.0-only,False,1,0,2
oletools,0.60,2021-06-02 14:31:53.966000+00:00,BSD-3-Clause,tree_created,pcodedmp,1.2.6,GPL-3.0-only,True,1,1,1
oletools,0.60.1,2022-05-09 21:32:07.599000+00:00,BSD-3-Clause,tree_created,pcodedmp,1.2.6,GPL-3.0-only,True,1,1,1
openapi-core,0.12.0,2019-09-21 19:10:53.393000+00:00,BSD-3-Clause,tree_created,strict-rfc3339,0.7,GPL-3.0-only,True,1,0,1
openapi-core,0.7.1,2018-10-29 10:23:12.876000+00:00,BSD-3-Clause,tree_created,strict-rfc3339,0.7,GPL-3.0-only,True,1,0,1
openapi-schema-validator,0.1.1,2020-03-05 11:26:51.824000+00:00,BSD-3-Clause,tree_created,strict-rfc3339,0.7,GPL-3.0-only,True,1,0,1
optbinning,0.13.0,2021-10-24 10:00:09.481000+00:00,Apache-2.0,tree_created,ecos,2.0.7.post1,GPL-3.0-only,False,1,2,3
optbinning,0.17.0,2022-11-06 12:46:19.445000+00:00,Apache-2.0,tree_created,ecos,2.0.10,GPL-3.0-only,False,1,2,3
orbit-ml,1.0.10,2020-11-16 00:17:23.823000+00:00,Apache-2.0,tree_created,pystan,2.19.1.1,GPL-3.0-only,True,1,2,1
orbit-ml,1.0.17,2021-08-30 17:58:38.384000+00:00,Apache-2.0,tree_created,pystan,2.19.1.1,GPL-3.0-only,True,1,2,1
orbit-ml,1.1.2,2022-04-28 21:46:39.797000+00:00,Apache-2.0,tree_created,pystan,2.19.1.1,GPL-3.0-only,True,1,2,1
os-sys,2.1.4,2019-12-10 20:06:28.038000+00:00,MIT,tree_created,mysql-connector,2.1.7,GPL-2.0-only,True,1,0,1
os-sys,2.1.4,2019-12-10 20:06:28.038000+00:00,MIT,tree_created,pygubu,0.9.8.4,GPL-3.0-only,True,1,1,1
os-sys,2.1.4,2019-12-10 20:06:28.038000+00:00,MIT,tree_created,pyinstaller,3.5,GPL-2.0-only,False,1,0,2
parallel-ssh,1.9.1,2018-11-04 14:43:59.190000+00:00,LGPL-2.1-only,tree_created,pynacl,1.3.0,Apache-2.0,False,1,0,2
